Summary,Density,Fusion,Content Distribution
1,271.9230769230769,0.41166664232453704,12.472527472527473
1,150.125,0.4985635279752927,13.553191489361701
1,310.5833333333333,0.394513705693379,13.0
1,352.44444444444446,0.4996887774061687,13.134328358208956
1,216.57142857142858,0.3804265565875473,13.76923076923077
1,182.92857142857142,0.3416478820324974,13.352941176470589
1,217.08333333333334,0.36285211489264396,13.26388888888889
1,326.6666666666667,0.38020833333333337,12.080645161290322
1,269.77777777777777,0.39382002801120447,13.196428571428571
2,277.22222222222223,0.4378063725490196,12.5625
2,322.0,0.19920227920227918,11.708333333333334
2,420.1666666666667,0.37174414957023655,13.357142857142858
2,574.8,0.22988095238095238,12.76
2,345.0,0.5855955387205387,12.72340425531915
2,377.0,0.39792867358084755,12.39622641509434
2,693.6666666666666,0.3936203466894004,11.148936170212766
2,302.2857142857143,0.3447712418300653,11.976744186046512
2,246.875,0.38322768501339927,12.564102564102564
2,602.1666666666666,0.5363089084828215,12.571428571428571
3,481.57142857142856,0.27505938038897365,13.45
3,633.1666666666666,0.35785693527629014,12.11320754716981
3,490.5,0.3467627674258109,13.095238095238095
3,382.3333333333333,0.3195238095238095,13.46875
3,708.7142857142857,0.337865586252683,12.396825396825397
3,711.6,0.3436707577767949,13.025641025641026
3,630.5,0.4263019383019383,12.392857142857142
3,422.85714285714283,0.2802312104371601,11.820512820512821
3,254.71428571428572,0.35535325241207594,12.333333333333334
3,470.0,0.2611063231200531,12.214285714285714
3,586.0,0.34730769230769226,12.91891891891892
