Summary,Density,Fusion,Content Distribution
5,40.5,2.5555555555555554,14.91304347826087
1,298.0,1.4445112781954887,14.582089552238806
2,287.0,1.4222619047619047,14.37984496124031
3,250.0,1.4860149110149112,14.338028169014084
4,365.0,1.259248790425261,14.7984496124031
5,311.6666666666667,1.3580150241914948,14.71875
1,117.66666666666667,1.9889705882352942,12.863636363636363
2,193.33333333333334,1.4479166666666665,13.326530612244898
3,134.5,1.5854700854700854,13.253968253968255
4,333.5,1.127070707070707,13.626865671641792
5,153.5,1.731372549019608,13.608695652173912
1,4.0,0.0,0
2,36.0,0.3333333333333333,5.0
3,49.0,0.2857142857142857,3.0
4,64.0,0.375,17.666666666666668
5,81.0,0.1111111111111111,25.0
1,347.0,1.3746773003872397,13.125
2,202.5,1.474310776942356,12.73015873015873
3,284.6,1.1945538981142696,13.910112359550562
4,305.5,1.349002849002849,13.194444444444445
5,198.5,1.481080151358789,13.405797101449275
1,257.42857142857144,1.4443542568542567,13.565573770491802
2,189.83333333333334,1.5139576213260424,13.632075471698114
3,283.6,1.228563596491228,13.420454545454545
4,238.8,1.4103973168214656,13.27659574468085
5,289.8,1.4060606060606062,13.538461538461538
1,144.5,1.4705882352941178,13.2
2,242.0,1.1363636363636365,13.2
3,128.0,1.5625,13.2
4,128.0,1.5,13.125
5,480.5,0.7741935483870968,13.708333333333334
1,481.6666666666667,0.9002932551319648,13.08695652173913
2,188.4,1.4871747364953887,13.455696202531646
3,195.5,1.5035923141186298,13.0
4,192.5,1.4844771241830064,13.098591549295774
5,211.25,1.3732323232323234,13.646153846153846
1,36.0,3.3333333333333335,12.5
2,25.0,3.6,12.5
3,25.0,0.6,17.666666666666668
4,49.0,2.142857142857143,15.266666666666667
5,25.0,0.0,0
1,196.0,1.2594958876692623,13.795454545454545
2,186.6,1.4157738095238095,13.011627906976743
3,196.4,1.4312908496732026,13.579545454545455
4,400.25,0.9176934176934176,13.53968253968254
5,262.2,1.2106613548429406,13.333333333333334
1,526.5,0.9585657692618644,13.267605633802816
2,313.2,1.2107142857142859,12.978021978021978
3,348.0,1.1294677544677545,13.681818181818182
4,486.6,1.0205901924651926,13.494252873563218
5,206.0,1.65674244056597,13.112068965517242
1,60.5,1.8181818181818181,12.5
2,128.0,1.3125,12.904761904761905
3,144.5,1.4705882352941178,13.52
4,60.5,1.6363636363636365,13.38888888888889
5,162.0,1.1111111111111112,13.55
1,178.25,1.2073412698412698,13.473684210526315
2,178.25,1.2073412698412698,13.473684210526315
3,106.4,1.296875,12.936170212765957
4,73.16666666666667,1.7339826839826842,12.415384615384616
5,56.8,1.7166666666666666,14.022222222222222
1,103.33333333333333,1.6266666666666665,12.612903225806452
2,87.83333333333333,1.2952062643239113,13.063829787234043
3,97.8,1.5860119047619048,12.454545454545455
4,56.4,1.7580357142857141,11.94
5,60.0,2.1567521367521367,13.35
1,176.5,1.429563492063492,13.447368421052632
2,76.33333333333333,1.8404761904761906,12.927536231884059
3,480.5,0.6774193548387096,13.285714285714286
4,45.5,1.4814814814814816,13.28
5,15.0,1.9166666666666665,15.0
1,192.33333333333334,1.0727392344497608,13.047619047619047
2,210.33333333333334,1.1298181818181818,13.619047619047619
3,110.83333333333333,1.1818181818181819,12.96078431372549
4,120.33333333333333,1.228181818181818,12.350877192982455
5,92.28571428571429,1.4654040404040403,13.254237288135593
1,146.6,1.3268092105263158,13.314814814814815
2,142.2,1.4236842105263157,12.847826086956522
3,139.4,1.2384453781512605,12.846153846153847
4,94.6,1.5458333333333332,12.5
5,77.16666666666667,1.7011111111111112,13.052631578947368
1,181.83333333333334,1.3844017094017091,12.835820895522389
2,99.28571428571429,1.688390313390313,12.987654320987655
3,64.71428571428571,1.6828347578347576,13.363636363636363
4,73.33333333333333,1.6516239316239314,12.793650793650794
5,109.83333333333333,1.4927350427350425,12.861538461538462
1,232.5,1.1741176470588235,13.666666666666666
2,176.25,1.3800000000000001,13.777777777777779
3,158.0,1.3839285714285712,13.307692307692308
4,45.0,1.8793939393939394,13.288461538461538
5,60.6,2.121212121212121,13.0
1,122.5,1.7111111111111112,14.102564102564102
2,86.6,1.3977272727272727,13.326530612244898
3,229.66666666666666,0.9,12.333333333333334
4,46.888888888888886,1.7793803418803418,12.723076923076922
5,75.0,1.8699999999999999,13.969696969696969
1,142.14285714285714,1.4971891534391535,13.231707317073171
2,187.71428571428572,1.4064484126984127,13.436781609195402
3,167.14285714285714,1.4126984126984128,13.392857142857142
4,171.85714285714286,1.4231150793650793,13.476744186046512
5,76.08333333333333,1.6585743801652895,13.198347107438016
1,90.66666666666667,1.40625,13.666666666666666
2,220.5,0.8095238095238095,13.176470588235293
3,264.5,0.6521739130434783,12.933333333333334
4,162.0,1.0555555555555556,13.263157894736842
5,80.0,1.711904761904762,12.955223880597014
