Summary,Density,Fusion,Content Distribution
1,364.0,0.3967256503327284,18.767441860465116
1,555.4,0.5328846153846154,18.482142857142858
1,567.6666666666666,0.5329298245614036,19.53968253968254
1,756.4,0.5612655252716923,17.897058823529413
1,411.1666666666667,0.7182962885758547,18.973333333333333
1,646.3333333333334,0.5368348240762033,16.37142857142857
1,261.55555555555554,0.3836709830130883,18.62295081967213
1,449.6666666666667,0.6468181818181817,17.850746268656717
1,527.0,0.38856321839080465,19.454545454545453
2,712.6,0.171312782199879,12.15
2,738.0,0.20541367980884112,13.708333333333334
2,832.8,0.2187758050623767,14.678571428571429
2,567.0,0.22536235301515437,13.304347826086957
2,787.8,0.2356060606060606,13.962962962962964
2,396.0,0.18833333333333332,14.736842105263158
2,615.1666666666666,0.20506822612085768,14.384615384615385
2,488.8333333333333,0.22572871572871572,12.791666666666666
2,423.0,0.1789377289377289,11.666666666666666
2,559.2,0.19524286987522282,11.545454545454545
2,394.5,0.20612522742957523,13.476190476190476
3,476.3333333333333,0.19710138998932103,14.333333333333334
3,819.6666666666666,0.18919656725691208,13.10344827586207
3,786.6,0.1786014911014911,13.75
3,502.8333333333333,0.18523378582202116,12.0
3,429.8333333333333,0.27255882352941174,12.0
3,363.6666666666667,0.15531746031746033,11.764705882352942
3,431.6666666666667,0.1899622028298499,12.090909090909092
3,681.6666666666666,0.20358386784350274,14.03448275862069
3,652.6,0.23798468556533073,14.076923076923077
3,591.2,0.20032112975770178,14.227272727272727
